Subject|Content|SA|mSA
Redskins|Watching both Barca and Redskins game lol|1|1
Redskins|@ESPN_FirstTake @Browns @Redskins hoping to c a TD instead 2 inept offenses. Know 2 teams that won't make the playoffs.|0|1
Redskins|I'm so upset with the Washington Redskins I've lived in San Antonio Tx all my life|-1|-1
Redskins|This is embarrassing #RedskinsVsGiants|-1|0
Redskins|This morning's Friday Forum with the @Redskins was flawless. Way to kick off the weekend! (Pun intended) #fff #RVA|0|0
Redskins|Sherman where your cocky ass at?? Oh #Redskins The come back !|-1|0
Redskins|Redskins are off today. That means they can not loose this weekend.|0|0
Redskins|Cops nab bail-jumper pictured in newspaper feature answering a question about Washington Redskins controversial name. He did not pass GO.|0|0
Redskins|#Redskins almost blow season after blowing 10 pt Q4 lead. Win in overtime keeps them alive for Vikings|-1|0
Redskins|So hard to be a Redskins fan|-1|0
Redskins|I'm predicting another lousy season for the #Redskins Not more than 5 wins.|-1|0
Redskins|Just seeing the Desean Jackson to Redskins deal. Kirk Cousins is going to have a lot of explosive weapons around him next season.|1|1
Redskins|@lastrealindians @Redskins dont change the name what the hell happen to American rites . the united states has lot more things to do .|1|0
Redskins|@ESPNMondayNigh4 @nfl @NFCEastTalk #NFCEast #nfl #CowboysvsRedskins #GMEN worst Monday night coverage evr|-1|0
Redskins|The #WashingtonRedskins are facing hard times. Tix for their exhibition games|-1|0
Redskins|Darn the redskins lost again with R2D2 #Bengals #Redskins #SportCaster|-1|0
Redskins|I've jotted down some thoughts on the big IP news concerning the cancellation of the Washington Redskins trademarks.|0|1
Redskins|Redskins lost #onceagain #offenceoflinesucks #defencsuck #fireevey body|-1|0
Redskins|Cannot wait for next Sunday.... going to Charlotte to watch the Carolina Panthers smash the Redskins....|-1|1
Redskins|Yep. Go giants. Thats why i dislike the Redskins|-1|0
Redskins|#Redskins #HTTR that stench from Philly has permeated FedEx|0|0
Redskins|injuries have definitely hurt the team..no one can block and no one can play..no heart left..sad #httr #RedskinsTweetTeam|1|0
Redskins|Go Cowgirls - beat the Lions - it puts yet another nail in the Redskins coffin as it break Dan Snyder's tiny heart #ChangeTheName|-1|0
Redskins|So is the Redskins game a repeat? ESPN is using their Monday Night Football logo when showing the score or going to commercial.|0|0
Redskins|Washington Redskins lose trademark protection; now what happens?|-1|0
Redskins|Mine and kadens view for today's Titans vs Redskins game today @ Fedx Field - Redskins Stadium|0|0
Redskins|#Redskins need there azz whipped for that last play|-1|1
Redskins|@CourtneyCummz I hope the Redskins kick the shit out of the Cowboys twice this year. How and where do you do FANTASY FOOTBALL at?|1|1
Redskins|Red skin bad luck! Gotta change that name #BadKarma @EAMaddenNFL @Redskins @espn @FirstTakeESPN|1|0
Redskins|Dear @Redskins can you please draft an offensive line|-1|0
Redskins|This game is STRESSING. Me out. @Redskins|-1|0
Redskins|@PatDoneyNBC5: Redskins WR Pierre Garcon should be suspended next week for that cheap shot.|0|0
Redskins|@jay_remyy: Currently contemplating on burning all Redskins apparel in my possession...|-1|0
Redskins|This mama is gonna need coffee in the morning #NYGvsWAS #HTTR #Redskins|0|1
Redskins|It's kinda hard to watch knowing that a couple of plays here or there and the Redskins could easily be playing in this game. #nextyear|0|0
Redskins|Proud of how we are playing! Don't back down #Redskins|1|1
Redskins|@TCheekz14 Big shout out to Terrance Cheeks for an awesome game of football against Lakota!! Go Redskins|1|0
Redskins|J2 with coach Griffin on last game of GB flag football Redskins|0|0
Redskins|That wasn't because if splitting reps it was because he didn't plant his feet before the throw. #CLEVELANDBROWNS #WashingtonRedskins|0|0
Redskins|'Redskins' name denied registration by U.S. Patent Office|0|0
Redskins|@CSNRedskins @CSNMA big bad john ...........|0|0
Redskins|The whole world thinks this is a bad hire except #Redskins brass. smh!|0|0
Redskins|First game Redskins vs Panthers. First loss. #U6Redskins #football #nexttime|1|1
Redskins|@RGIII I've lived in Texas all my life and @Redskins have been my #1 team all my life. What's going on!!! Y'all are going down hill come on|1|1
Redskins|I think the #Washington #Redskins should consider changing their name. Drop Washington because thats the embarrassing part.|-1|0
Redskins|Even Stratsburg thinks they should have shut down RG3 sooner #Washington #Nationals #Redskins|-1|0
Redskins|Washington Redskins team loses trademark registration|0|0
Redskins|@RGIII Nice Run & Touchdown! Robert Griffen III for president! @Redskins Way to break that streak!|1|0
Redskins|Me and the boyfriend at the Bengals Redskins game on Sunday!|0|0
Redskins|Been reading lots of tweets unhappy about the US Patent Office's decision on the #Redskins trademark and none applauding it. Hmmm...|1|0
Redskins|Washington Redskins running back Alfred Morris fumble - NFL Videos|0|-1
Redskins|Bob Costas says Redskins team name is offensive during halftime essay on NBC|-1|0
Redskins|@Lizzs_Lockeroom Redskins need Defense!!!! The offensive will get better|1|-1
Redskins|I hate bandwagon/fair weather fans! Been a @Redskins fan my whole life|1|-1
Redskins|Hall is the worst ever #RedskinsTalk|0|0
Redskins|@funnydanny watching the eagles game is the only thing making me feel a little better after watching the Redskins game today.|-1|1
Redskins|@Redskins my little boy @ his first NFL/Redskins game; skins lost; but he had a blast #NFL #sonsfirstgame|-1|0
Redskins|I didn't think the Redskins could ever suck this bad.|-1|-1
Redskins|My little Redskins|1|0
Redskins|I'm freakin loyal to a fault but it's getting hard to route for my Redskins. ..#ijs #feelinghopeless|-1|0
Redskins|Polumbus hurt on the play #RedskinsNation #TeamFollobwack|0|0
Redskins|Remembered I can listen to the Redskins game on old-fashioned terrestrial radio ... on the Internet|0|0
Redskins|how can the nfl say the Redskins did not violate any rules during the uncapped year then hit them with a 36Mill$ cap penalty.its BS@NFLPA|-1|0
Redskins|K I'm done with this stupid sh#t!!! GO REDSKINS!!!!!! I'm a Colts fan that has become a Redskins fan because of the stupid sh#t!!!|1|0
Redskins|Redskins seem to injure a lot of opposing players|-1|0
Redskins|@RedskinsNFL Idiots. Snyder and Vinny need to go.|0|1
Redskins|#Eaglesdont get upset cause u r behind is out #Redskins|-1|-1
Redskins|Redskins one game out of first place? Never thought that would happen.|0|0
Redskins|While your at it can the @Redskins lose the nickname? #Racist|-1|0
Redskins|Washington game @ Fedx Field - Redskins Stadium|0|1
Redskins|Uh oh... The Redskins get to air their dirty laundry on Monday Night Football! Let's see how this goes.|0|0
Redskins|Shame on you #snyder .@Redskins #racist for using our own against us #NotYourMascot #NotARedskin #changethename|-1|0
Redskins|@Eagles: #Eagles @CaryWilliams26 picks off Redskins QB Griffin at the 30 yd line. #FlyEaglesFly craziest eagles game ever|0|0
Redskins|@SteelTownSportz Hey Ed are you streaming the game today. Stuck watching Redskins here in VA if not. Appreciate your broadcast!|0|0
Redskins|We are not your mascots: Why Laura Ingrahams Redskins remarks are so clueless|0|0
Redskins|@EITMonline Redskins are the worst as they are in everything.|-1|0
Redskins|#Redskins come on now poor #Romo|1|0
Redskins|Trademark board rules against Redskins name|-1|0
Redskins|Ready to kick some Redskins bootay! #cowboynation|0|0
Redskins|@LFletcher59 @Redskins they need to give him the bench|0|0
Redskins|@ChrisYoungMusic YES #hookem Congrats to all of them. Now #dallascowboys need to whoop up on #Redskins. Enjoy the game!!!|0|1
Redskins|Everyone is all talking smack about the Redskins|1|0
Redskins|#Redskins need to see what Beck can do...|0|1
Redskins|#redskins decision won't make much difference practically unless sponsors conclude association with Redskins is bad for business.|0|0
Redskins|@christaylor519 at the @Redskins vs Vikings game #LateTweet @1stLadiesofFB|0|0
Redskins|@DenverBroncos That was a good game you played against the Colts and the refs. Keep your heads up and lets beat the Redskins.|-1|1
Redskins|@granthpaulsen coaching is the Redskins issue the team just looks unprepared almost every week #RedskinsNation|-1|1
Redskins|We look awful #HTTR #RedskinsNation|-1|0
Redskins|CARSON: Playing a name game with the Redskins - Washington Times|0|0
Redskins|Three gone who wants the other two ? Redskins vs Steelers preseason game this Monday at 8|0|0
Redskins|Must-see morning clip: John Oliver explains why the Redskins name is indefensible|0|0
Redskins|I have 2 tickets to the Redskins game available. Let me know if you're interested.|1|0
Redskins|@BettyMcCollum04 busy getting rid of Redskins name while Democratic President is getting us into war. Where are your priorities?! #Iraq|0|1
Redskins|Woohoo my Cowboys kick those Redskins ass! #cowboysforever|-1|0
Redskins|Redskins lost 24/17. I'm totally depressed.|1|0
Redskins|#RedskinsTalk we need another Bobby Beathard as GM|0|1
Redskins|So our Senators have solved all the problems we face and have time to write the NFL to change the Redskins name #wasteoftime|-1|0
Redskins|Calling Redskins Fans! Lets make noise during D|-1|0
Redskins|Let's go Redskins!!! Shut this drama up and show everyone that we play together and for each other!! #HTTR @ESPNNFL @nfl @SKINSFANSONLY|1|0
Redskins|Washington Redskins Name Revoked: Move the team and money it makes away from our sick underbelly or change name to the Beltway Porkers.|0|0
Redskins|@DAVIDMDRAIMAN @Redskinsfan69 To err is human|0|0
Redskins|@hoijim Redskins and Giants being 0-3 while looking awful and when did Miami get good?|-1|1
Redskins|@Redskins Everybody wants to talk smack about the Kermit post.....uhh|0|0
Redskins|I am here watching the Philadelphia Eagles punish the Redskins. Fly Eagles Fly!|-1|1
Redskins|@GameDayDC I don't know how to bleed anything else #HTTR 4Eva #Redskins 4Lyfe I got preseason on my mind throw it up throw it up GO Redskins|0|0
Redskins|Redskins should remain Redskins. Political correctness is ruining US. Nickname is not meant to be offensive. 1%'ers get over it!|1|-1
Redskins|@Redskins Game over. Season over. Fandom OVER. What a disgusting proof of lack of talent and heart.|-1|0
Redskins|Akron lacrosse team cancels game over Redskins mascot|0|0
Redskins|@dtaha @CSNRedskins This is the most fight any of us have seen from them all season|0|0
Redskins|Johnny Manziel's Performance against Redskins:|0|0
Redskins|Good to see the guys fighting back....but dang that first half was devastating to watch... #HTTR #Redskins|1|0
Redskins|On a bus with some of the Freeman Stage crew headed to the Redskins game tonight|0|1
Redskins|My apologies to all for all my #Redskins posts. I'm one person who happens to be a huge Skins fan. I'll try to limit my posts to #disturbed|1|0
Redskins|I would hate to be in that line at halftime at FedEx Field to buy a Kirk Cousins jersey. #Redskins #qbcontroversy|0|0
Redskins|Can't wait to go to the Cowboys Monday Night Football game versus the Redskins with will_clark09 @sbhd007|-1|1
Redskins|There's playing poorly and then there is flat out quitting. Quarter and a half and the Redskins have done the latter. Time for netflix.|-1|0
Redskins|Lol..they missed the PAT and thought they made it..legendary!! #httr #RedskinsTweetTeam|-1|0
Redskins|@Redskins: EXCLU VIDEO: #Redskins QB @RGIII stretches his legs prior to today's game vs. the Vikings.|-1|0
Redskins|My poor baby needs a new Redskins outfit #tryingtosportlastyears #beatpico #ariarose #luv4arg|1|1
Redskins|Center clearly missed a block on the sack not RG3'S fault. No quarterback could thrive with our line #RedskinsNation|0|0
Redskins|Redskins may have a bit of trouble today without RGIII in as QB.|-1|0
Redskins|@SouthPark Just kicked the crap out of @Redskins nice!|-1|0
Redskins|@ESPNRadio980 Well 15 minutes into your show and you choose to talk about the @Redskinsdo you all hate ratings? I hear Pandora calling.|-1|1
Redskins|@Redskins hallelujah! Addressing the root of many of our offensive problems is a good start!|1|0
Redskins|watching the Redskins vs the Bumblebees.... i mean steelers... what are these jerseys???|-1|0
Redskins|Just read an article about people getting bent about @ColbertReport fantastic satirical tweet about the Redskins. #contextmatters|-1|0
Redskins|My neighbor did this to me cowboys fan any ideas for payback @Redskins @BmitchliveCSN @cbaker92redskin #BeatDallas|0|0
Redskins|Don't see anyone trying to change Planters Redskin Spanish Peanuts name Redskins. Eat them too!!!!|1|0
Redskins|@DDMon710 But the Washington Redskins are offensive and not PC...|-1|-1
Redskins|Mike Shanahan says Redskins owner Daniel Snyder steered RG3 wrong|-1|0
Redskins|Strongest evidence yet that Haslett was part of all the leaks at Redskins Park|-1|0
Redskins|Bought tickets with nothing on @StubHub site that said obstructed view for the Redskins/Bears game. #ripoff|-1|0
Redskins|The President wants to change the name of the Washington Redskins...This time I agree the name Washington has a very negative connotation.|1|0
Redskins|1988 Redskins and Broncos Superbowl. Don't remember much of the game because I was in labor. ...Next morn. 2/1....|0|0
Redskins|Raheem Morris interviewing to be Redskins' defensive coordinator|-1|0
Redskins|HAIL TO THE REDSKINS!!! One of many this season!! #HTTR @Redskins did the damn thing!|-1|0
